trial_id,arm_id_unq,arm_id_subgroup,arm_id,ctgov_group_code,arm_label,drug_name,drug_dose,drug_unit,drug_freq,drug2_name,drug2_dose,drug2_unit,drug2_freq,result_group_id,design_group_id,note,n_rand,subgroup_name,subgroup_name2,source
NCT01621178,uaa10827,NA,aa1301|aa1302|aa1303|aa1304,EG000|OG000|BG000|OG000|OG000|FG000,insulin_glargine,insulin glargine,as per bm,units,od,NA,NA,NA,NA,9883088|9883091|9883077|9883087|9883084|9883081,NA,NA|NA|NA|NA,NA,NA,NA,NA
NCT01621178,uaa10828,NA,aa1305,BG003,total,NA,NA,NA,NA,NA,NA,NA,NA,9883080,NA,NA,NA,NA,NA,NA
NCT01624259,uaa10829,NA,aa1309|aa1310|aa1311,FG000|OG000|EG000|OG000|BG000,dulaglutide,dulaglutide,1.5,milligram,weekly,NA,NA,NA,NA,9883644|9883648|9883646|9883650|9883641,NA,NA|NA|NA,NA,NA,NA,NA
NCT01624259,uaa10830,NA,aa1306|aa1307|aa1308,EG001|OG001|BG001|FG001|OG001,liraglutide,liraglutide,1.8,milligram,od,NA,NA,NA,NA,9883647|9883651|9883642|9883645|9883649,NA,standardised uptitration to this dose|standardised uptitration to this dose|standardised uptitration to this dose,NA,NA,NA,NA
NCT01624259,uaa10831,NA,aa1312,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9883643,NA,NA,NA,NA,NA,NA
NCT01632007,ab0170,NA,ab0170,NA,alogliptin,alogliptin,25,mg,od,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01632007,ab0171,NA,ab0171,NA,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01632007,ab0172,NA,ab0172,NA,trelagliptin,trelagliptin,100,mg,weekly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01632163,ab0173,NA,ab0173,NA,lixisenatide,lixisenatide,20,microgram,od,NA,NA,NA,NA,NA,NA,standardised uptitration,NA,NA,NA,NA
NCT01632163,ab0174,NA,ab0174,NA,placebo,placebo,NA,NA,od,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01644500,uaa10832,NA,aa1314,BG001|EG001|FG001|OG001,dulaglutide,dulaglutide,0.75,milligram,weekly,NA,NA,NA,NA,9887006|9887010|9887013|9887016,NA,NA,NA,NA,NA,NA
NCT01644500,uaa10833,NA,aa1315|aa1316,BG000|EG000|OG000|FG000,dulaglutide,dulaglutide,1.5,milligram,weekly,NA,NA,NA,NA,9887005|9887012|9887015|9887009,NA,NA|NA,NA,NA,NA,NA
NCT01644500,uaa10834,NA,aa1313,BG002|EG002|FG002|OG002,glimepiride,glimepiride,1,milligram,od,NA,NA,NA,NA,9887007|9887011|9887014|9887017,NA,uptitration to 3mg allowed,NA,NA,NA,NA
NCT01644500,uaa10835,NA,aa1317,BG003,total,NA,NA,NA,NA,NA,NA,NA,NA,9887008,NA,NA,NA,NA,NA,NA
NCT01646320,uaa10836,NA,aa1318|aa1319,EG000|BG000|FG000|OG000,dapagliflozin,dapagliflozin,10,milligram,od,NA,NA,NA,NA,9887322|9887315|9887318|9887320,NA,NA|NA,NA,NA,NA,NA
NCT01646320,uaa10837,NA,aa1320|aa1321,EG001|BG001|FG001|OG001,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9887323|9887316|9887319|9887321,NA,NA|NA,NA,NA,NA,NA
NCT01646320,uaa10838,NA,aa1322,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9887317,NA,NA,NA,NA,NA,NA
NCT01648582,uaa10839,NA,aa1323|aa1324,BG001|EG001|FG001|OG001|OG001,dulaglutide,dulaglutide,0.75,milligram,weekly,NA,NA,NA,NA,9887653|9887657|9887660|9887666|9887663,NA,NA|NA,NA,NA,NA,NA
NCT01648582,uaa10840,NA,aa1325|aa1326|aa1327,BG000|EG000|OG000|FG000|OG000,dulaglutide,dulaglutide,1.5,milligram,weekly,NA,NA,NA,NA,9887652|9887659|9887665|9887656|9887662,NA,NA|NA|NA,NA,NA,NA,NA
NCT01648582,uaa10841,NA,aa1328|aa1329,EG002|FG002|OG002|BG002|OG002,insulin_glargine,insulin glargine,as per bm,units,od,NA,NA,NA,NA,9887658|9887664|9887667|9887654|9887661,NA,NA|NA,NA,NA,NA,NA
NCT01648582,uaa10842,NA,aa1330,BG003,total,NA,NA,NA,NA,NA,NA,NA,NA,9887655,NA,NA,NA,NA,NA,NA
NCT01649466,ab0175,NA,ab0175,NA,NA,insulin_nph,as per bm,units,od,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01649466,ab0176,NA,ab0176,NA,vildagliptin,vildagliptin,50,mg,od,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01652716,uaa10843,NA,aa1334|aa1335,BG001|EG001|OG001|FG001,exenatide,exenatide,10,microgram,bd,NA,NA,NA,NA,9888356|9888361|9888363|9888359,NA,phase a up to 28 weeks only |standardised uptitration to this dose|phase a up to 28 weeks only |standardised uptitration to this dose,NA,NA,NA,NA
NCT01652716,uaa10844,NA,aa1331|aa1332,FG000|BG000|EG000|OG000,exenatide,exenatide,2,milligram,weekly,NA,NA,NA,NA,9888358|9888355|9888360|9888362,NA,phase a up to 28 weeks only|phase a up to 28 weeks only,NA,NA,NA,NA
NCT01652716,uaa10845,NA,aa1333,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9888357,NA,phase a up to 28 weeks only,NA,NA,NA,NA
NCT01652729,uaa10846,NA,aa1336,BG000|EG000|FG000|OG000,exenatide,exenatide,2,milligram,weekly,NA,NA,NA,NA,9888364|9888368|9888371|9888374,NA,NA,NA,NA,NA,NA
NCT01652729,uaa10847,NA,aa1337,BG002|EG002|FG002|OG002,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9888366|9888370|9888373|9888376,NA,NA,NA,NA,NA,NA
NCT01652729,uaa10848,NA,aa1338,BG001|EG001|FG001|OG001,sitagliptin,sitagliptin,100,milligram,od,NA,NA,NA,NA,9888365|9888369|9888372|9888375,NA,NA,NA,NA,NA,NA
NCT01652729,uaa10849,NA,aa1339,BG003,total,NA,NA,NA,NA,NA,NA,NA,NA,9888367,NA,NA,NA,NA,NA,NA
NCT01654120,ab0177,NA,ab0177,NA,insulin,insulin,as per bm,units,od,NA,NA,NA,NA,NA,NA,uptitration from baseline,NA,NA,NA,NA
NCT01654120,ab0178,NA,ab0178,NA,liraglutide,liraglutide,1.8,mg,od,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01676116,uaa10850,NA,aa1340|aa1341,BG000|FG000|OG000|EG000,insulin_degludec,insulin degludec,as per bm,units,NA,NA,NA,NA,NA,9892435|9892438|9892440|9892442,NA,NA|NA,NA,NA,NA,NA
NCT01676116,uaa10851,NA,aa1342,BG001|EG001|FG001|OG001,liraglutide,liraglutide,NA,milligram,od,NA,NA,NA,NA,9892436|9892439|9892441|9892443,NA,NA,NA,NA,NA,NA
NCT01676116,uaa10852,NA,aa1343,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9892437,NA,NA,NA,NA,NA,NA
NCT01682759,uaa10853,NA,aa1344,BG001|EG001|FG001|OG001,glimepiride,glimepiride,1,milligram,od,NA,NA,NA,NA,9893639|9893642|9893644|9893646,NA,uptitrated as tolerated to max of 6mg,NA,NA,NA,NA
NCT01682759,uaa10854,NA,aa1345,BG000|EG000|FG000|OG000,omarigliptin,omarigliptin,25,milligram,weekly,NA,NA,NA,NA,9893638|9893641|9893643|9893645,NA,NA,NA,NA,NA,NA
NCT01682759,uaa10855,NA,aa1346,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9893640,NA,NA,NA,NA,NA,NA
NCT01697592,uaa10858,NA,aa1384,BG010,total,NA,NA,NA,NA,NA,NA,NA,NA,9896620,NA,NA,NA,NA,NA,NA
NCT01697592,uaa10856,uaa10856a,aa1347|aa1348|aa1349|aa1350|aa1351|aa1352|aa1353|aa1354|aa1355|aa1356|aa1357|aa1358|aa1359|aa1360|aa1361|aa1362|aa1363|aa1364|aa1365|aa1366|aa1367|aa1368,EG004|OG004|BG004|EG010|OG004|FG004|EG002|OG002|BG002|EG008|OG002|FG002|FG001|EG001|OG001|BG001|EG007|OG001|EG000|OG000|BG000|EG006|OG000|FG000|FG003|EG003|OG003|BG003|EG009|OG003|EG011|OG009|OG007|OG007|OG006|OG005|OG008,omarigliptin,omarigliptin,25,milligram,weekly,NA,NA,NA,NA,9896635|9896657|9896614|9896645|9896663|9896625|9896633|9896655|9896612|9896643|9896661|9896623|9896622|9896632|9896654|9896611|9896642|9896660|9896631|9896653|9896610|9896641|9896659|9896621|9896624|9896634|9896656|9896613|9896644|9896662|9896664|9896650|9896648|9896651|9896647|9896646|9896649,NA,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,NA,with mf,NA,NA
NCT01697592,uaa10856,uaa10856b,aa1347|aa1348|aa1349|aa1350|aa1351|aa1352|aa1353|aa1354|aa1355|aa1356|aa1357|aa1358|aa1359|aa1360|aa1361|aa1362|aa1363|aa1364|aa1365|aa1366|aa1367|aa1368,EG004|OG004|BG004|EG010|OG004|FG004|EG002|OG002|BG002|EG008|OG002|FG002|FG001|EG001|OG001|BG001|EG007|OG001|EG000|OG000|BG000|EG006|OG000|FG000|FG003|EG003|OG003|BG003|EG009|OG003|EG011|OG009|OG007|OG007|OG006|OG005|OG008,omarigliptin,omarigliptin,25,milligram,weekly,NA,NA,NA,NA,9896635|9896657|9896614|9896645|9896663|9896625|9896633|9896655|9896612|9896643|9896661|9896623|9896622|9896632|9896654|9896611|9896642|9896660|9896631|9896653|9896610|9896641|9896659|9896621|9896624|9896634|9896656|9896613|9896644|9896662|9896664|9896650|9896648|9896651|9896647|9896646|9896649,NA,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,NA,with glinide,NA,NA
NCT01697592,uaa10856,uaa10856c,aa1347|aa1348|aa1349|aa1350|aa1351|aa1352|aa1353|aa1354|aa1355|aa1356|aa1357|aa1358|aa1359|aa1360|aa1361|aa1362|aa1363|aa1364|aa1365|aa1366|aa1367|aa1368,EG004|OG004|BG004|EG010|OG004|FG004|EG002|OG002|BG002|EG008|OG002|FG002|FG001|EG001|OG001|BG001|EG007|OG001|EG000|OG000|BG000|EG006|OG000|FG000|FG003|EG003|OG003|BG003|EG009|OG003|EG011|OG009|OG007|OG007|OG006|OG005|OG008,omarigliptin,omarigliptin,25,milligram,weekly,NA,NA,NA,NA,9896635|9896657|9896614|9896645|9896663|9896625|9896633|9896655|9896612|9896643|9896661|9896623|9896622|9896632|9896654|9896611|9896642|9896660|9896631|9896653|9896610|9896641|9896659|9896621|9896624|9896634|9896656|9896613|9896644|9896662|9896664|9896650|9896648|9896651|9896647|9896646|9896649,NA,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,NA,with alpha,NA,NA
NCT01697592,uaa10856,uaa10856d,aa1347|aa1348|aa1349|aa1350|aa1351|aa1352|aa1353|aa1354|aa1355|aa1356|aa1357|aa1358|aa1359|aa1360|aa1361|aa1362|aa1363|aa1364|aa1365|aa1366|aa1367|aa1368,EG004|OG004|BG004|EG010|OG004|FG004|EG002|OG002|BG002|EG008|OG002|FG002|FG001|EG001|OG001|BG001|EG007|OG001|EG000|OG000|BG000|EG006|OG000|FG000|FG003|EG003|OG003|BG003|EG009|OG003|EG011|OG009|OG007|OG007|OG006|OG005|OG008,omarigliptin,omarigliptin,25,milligram,weekly,NA,NA,NA,NA,9896635|9896657|9896614|9896645|9896663|9896625|9896633|9896655|9896612|9896643|9896661|9896623|9896622|9896632|9896654|9896611|9896642|9896660|9896631|9896653|9896610|9896641|9896659|9896621|9896624|9896634|9896656|9896613|9896644|9896662|9896664|9896650|9896648|9896651|9896647|9896646|9896649,NA,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,NA,with su,NA,NA
NCT01697592,uaa10856,uaa10856e,aa1347|aa1348|aa1349|aa1350|aa1351|aa1352|aa1353|aa1354|aa1355|aa1356|aa1357|aa1358|aa1359|aa1360|aa1361|aa1362|aa1363|aa1364|aa1365|aa1366|aa1367|aa1368,EG004|OG004|BG004|EG010|OG004|FG004|EG002|OG002|BG002|EG008|OG002|FG002|FG001|EG001|OG001|BG001|EG007|OG001|EG000|OG000|BG000|EG006|OG000|FG000|FG003|EG003|OG003|BG003|EG009|OG003|EG011|OG009|OG007|OG007|OG006|OG005|OG008,omarigliptin,omarigliptin,25,milligram,weekly,NA,NA,NA,NA,9896635|9896657|9896614|9896645|9896663|9896625|9896633|9896655|9896612|9896643|9896661|9896623|9896622|9896632|9896654|9896611|9896642|9896660|9896631|9896653|9896610|9896641|9896659|9896621|9896624|9896634|9896656|9896613|9896644|9896662|9896664|9896650|9896648|9896651|9896647|9896646|9896649,NA,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,NA,with tzd,NA,NA
NCT01697592,uaa10857,uaa10857a,aa1369|aa1370|aa1371|aa1372|aa1373|aa1374|aa1375|aa1376|aa1377|aa1378|aa1379|aa1380|aa1381|aa1382|aa1383,FG008|BG008|EG005|OG009|BG009|FG009|OG007|BG007|FG007|BG006|OG006|OG006|FG006|OG005|BG005|FG005|OG008,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9896629|9896618|9896658|9896640|9896619|9896630|9896638|9896617|9896628|9896616|9896637|9896652|9896627|9896636|9896615|9896626|9896639,NA,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,NA,with mf,NA,NA
NCT01697592,uaa10857,uaa10857b,aa1369|aa1370|aa1371|aa1372|aa1373|aa1374|aa1375|aa1376|aa1377|aa1378|aa1379|aa1380|aa1381|aa1382|aa1383,FG008|BG008|EG005|OG009|BG009|FG009|OG007|BG007|FG007|BG006|OG006|OG006|FG006|OG005|BG005|FG005|OG008,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9896629|9896618|9896658|9896640|9896619|9896630|9896638|9896617|9896628|9896616|9896637|9896652|9896627|9896636|9896615|9896626|9896639,NA,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,NA,with glinide,NA,NA
NCT01697592,uaa10857,uaa10857c,aa1369|aa1370|aa1371|aa1372|aa1373|aa1374|aa1375|aa1376|aa1377|aa1378|aa1379|aa1380|aa1381|aa1382|aa1383,FG008|BG008|EG005|OG009|BG009|FG009|OG007|BG007|FG007|BG006|OG006|OG006|FG006|OG005|BG005|FG005|OG008,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9896629|9896618|9896658|9896640|9896619|9896630|9896638|9896617|9896628|9896616|9896637|9896652|9896627|9896636|9896615|9896626|9896639,NA,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,NA,with alpha,NA,NA
NCT01697592,uaa10857,uaa10857d,aa1369|aa1370|aa1371|aa1372|aa1373|aa1374|aa1375|aa1376|aa1377|aa1378|aa1379|aa1380|aa1381|aa1382|aa1383,FG008|BG008|EG005|OG009|BG009|FG009|OG007|BG007|FG007|BG006|OG006|OG006|FG006|OG005|BG005|FG005|OG008,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9896629|9896618|9896658|9896640|9896619|9896630|9896638|9896617|9896628|9896616|9896637|9896652|9896627|9896636|9896615|9896626|9896639,NA,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,NA,with su,NA,NA
NCT01697592,uaa10857,uaa10857e,aa1369|aa1370|aa1371|aa1372|aa1373|aa1374|aa1375|aa1376|aa1377|aa1378|aa1379|aa1380|aa1381|aa1382|aa1383,FG008|BG008|EG005|OG009|BG009|FG009|OG007|BG007|FG007|BG006|OG006|OG006|FG006|OG005|BG005|FG005|OG008,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9896629|9896618|9896658|9896640|9896619|9896630|9896638|9896617|9896628|9896616|9896637|9896652|9896627|9896636|9896615|9896626|9896639,NA,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,NA,with tzd,NA,NA
NCT01698775,uaa10859,NA,aa1385|aa1386,BG000|EG000|OG000|EG002|FG000|OG000,omarigliptin,omarigliptin,12.5|25,milligram,weekly,NA,NA,NA,NA,9896802|9896807|9896811|9896805|9896809|9896813,NA,phase a up to 24 weeks only|phase a up to 24 weeks only,NA,NA,NA,NA
NCT01698775,uaa10860,NA,aa1387|aa1388,BG001|EG001|OG001|EG003|FG001|OG001,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9896803|9896808|9896812|9896806|9896810|9896814,NA,phase a up to 24 weeks only|phase a up to 24 weeks only,NA,NA,NA,NA
NCT01698775,uaa10861,NA,aa1389,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9896804,NA,phase a up to 24 weeks only,NA,NA,NA,NA
NCT01703208,uaa10862,NA,aa1390,BG000|EG000|FG000|OG000,omarigliptin,omarigliptin,25,milligram,weekly,NA,NA,NA,NA,9897644|9897647|9897649|9897651,NA,NA,NA,NA,NA,NA
NCT01703208,uaa10863,NA,aa1391,BG001|EG001|FG001|OG001,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9897645|9897648|9897650|9897652,NA,NA,NA,NA,NA,NA
NCT01703208,uaa10864,NA,aa1392,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9897646,NA,NA,NA,NA,NA,NA
NCT01703221,uaa10865,NA,aa1393|aa1394|aa1395,EG003|EG000|OG000|BG000|FG000|OG000,omarigliptin,omarigliptin,25,milligram,weekly,NA,NA,NA,NA,9897669|9897660|9897666|9897653|9897657|9897663,NA,phase a up to 24 weeks only|phase a up to 24 weeks only|phase a up to 24 weeks only,NA,NA,NA,NA
NCT01703221,uaa10866,NA,aa1396|aa1397|aa1398,EG005|OG002|EG002|OG002|BG002|FG002,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9897665|9897671|9897662|9897668|9897655|9897659,NA,phase a up to 24 weeks only|phase a up to 24 weeks only|phase a up to 24 weeks only,NA,NA,NA,NA
NCT01703221,uaa10867,NA,aa1399|aa1400|aa1401,EG004|OG001|EG001|OG001|BG001|FG001,sitagliptin,sitagliptin,50,milligram,od,NA,NA,NA,NA,9897664|9897670|9897661|9897667|9897654|9897658,NA,phase a up to 24 weeks only|phase a up to 24 weeks only|phase a up to 24 weeks only,NA,NA,NA,NA
NCT01703221,uaa10868,NA,aa1402,BG003,total,NA,NA,NA,NA,NA,NA,NA,NA,9897656,NA,phase a up to 24 weeks only,NA,NA,NA,NA
NCT01704261,uaa10869,NA,aa1403,BG000|EG000|FG000|OG000,omarigliptin,omarigliptin,25,milligram,weekly,NA,NA,NA,NA,9897822|9897825|9897827|9897829,NA,NA,NA,NA,NA,NA
NCT01704261,uaa10870,NA,aa1404,BG001|EG001|FG001|OG001,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9897823|9897826|9897828|9897830,NA,NA,NA,NA,NA,NA
NCT01704261,uaa10871,NA,aa1405,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9897824,NA,NA,NA,NA,NA,NA
NCT01708902,uaa10872,NA,aa1406|aa1409|aa1410|aa1411,EG009|BG006|OG001|FG006|EG006,linagliptin,linagliptin,2.5,milligram,od,NA,NA,NA,NA,9898646|9898621|9898636|9898629|9898643,NA,data weeks 12-24 apg|up to week 12 apg|up to week 12 apg|up to week 12 apg,NA,NA,NA,NA
NCT01708902,uaa10873,NA,aa1407|aa1408|aa1412|aa1413|aa1414|aa1415|aa1416|aa1417,EG008|EG007|FG005|BG005|OG000|EG005|EG000|FG000|BG000|OG000,linagliptin,linagliptin,5,milligram,od,NA,NA,NA,NA,9898645|9898644|9898628|9898620|9898635|9898642|9898637|9898623|9898615|9898630,NA,data weeks 12-24 apg|data weeks 12-24 apg|up to week 12 apg|up to week 12 apg|up to week 12 apg|NA|NA|NA,NA,NA,NA,NA
NCT01708902,uaa10874,NA,aa1418|aa1419|aa1420,BG004|OG004|FG004|EG004,linagliptin_metformin,linagliptin,2.5,milligram,bd,metformin,1000,milligram,bd,9898619|9898634|9898627|9898641,NA,NA|NA|NA,NA,NA,NA,NA
NCT01708902,uaa10875,NA,aa1421|aa1422|aa1423,BG003|OG003|FG003|EG003,linagliptin_metformin,linagliptin,2.5,milligram,bd,metformin,500,milligram,bd,9898618|9898633|9898626|9898640,NA,NA|NA|NA,NA,NA,NA,NA
NCT01708902,uaa10876,NA,aa1427|aa1428|aa1429,BG002|OG002|FG002|EG002,metformin,metformin,1000,milligram,bd,NA,NA,NA,NA,9898617|9898632|9898625|9898639,NA,NA|NA|NA,NA,NA,NA,NA
NCT01708902,uaa10877,NA,aa1424|aa1425|aa1426,BG001|OG001|FG001|EG001,metformin,metformin,500,milligram,bd,NA,NA,NA,NA,9898616|9898631|9898624|9898638,NA,NA|NA|NA,NA,NA,NA,NA
NCT01708902,uaa10878,NA,aa1430,BG007,total,NA,NA,NA,NA,NA,NA,NA,NA,9898622,NA,NA,NA,NA,NA,NA
NCT01717313,uaa10879,NA,aa1431,BG000|EG000|FG000|OG000,omarigliptin,omarigliptin,25,milligram,weekly,NA,NA,NA,NA,9900158|9900161|9900163|9900165,NA,NA,NA,NA,NA,NA
NCT01717313,uaa10880,NA,aa1432,BG001|EG001|FG001|OG001,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9900159|9900162|9900164|9900166,NA,NA,NA,NA,NA,NA
NCT01717313,uaa10881,NA,aa1433,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9900160,NA,NA,NA,NA,NA,NA
NCT01719003,uaa10882,NA,aa1436,BG005|EG005|FG005|OG005,empagliflozin,empagliflozin,10,milligram,od,NA,NA,NA,NA,9900553|9900562|9900571|9900579,NA,NA,NA,NA,NA,NA
NCT01719003,uaa10883,NA,aa1437,BG004|EG004|FG004|OG004,empagliflozin,empagliflozin,25,milligram,od,NA,NA,NA,NA,9900552|9900561|9900570|9900578,NA,NA,NA,NA,NA,NA
NCT01719003,uaa10884,NA,aa1435|aa1440,EG008|FG008|BG000|EG000|FG000|OG000,empagliflozin_metformin,empagliflozin,12.5,milligram,bd,metformin,1000,milligram,bd,9900565|9900582|9900548|9900557|9900566|9900574,NA,open label arm|NA,NA,NA,NA,NA
NCT01719003,uaa10885,NA,aa1434,BG001|EG001|FG001|OG001,empagliflozin_metformin,empagliflozin,12.5,milligram,bd,metformin,500,milligram,bd,9900549|9900558|9900567|9900575,NA,NA,NA,NA,NA,NA
NCT01719003,uaa10886,NA,aa1438,BG002|EG002|FG002|OG002,empagliflozin_metformin,empagliflozin,5,milligram,bd,metformin,1000,milligram,bd,9900550|9900559|9900568|9900576,NA,NA,NA,NA,NA,NA
NCT01719003,uaa10887,NA,aa1439,BG003|EG003|FG003|OG003,empagliflozin_metformin,empagliflozin,5,milligram,bd,metformin,500,milligram,bd,9900551|9900560|9900569|9900577,NA,NA,NA,NA,NA,NA
NCT01719003,uaa10888,NA,aa1442,BG006|EG006|FG006|OG006,metformin,metformin,1000,milligram,bd,NA,NA,NA,NA,9900554|9900563|9900572|9900580,NA,NA,NA,NA,NA,NA
NCT01719003,uaa10889,NA,aa1441,BG007|EG007|FG007|OG007,metformin,metformin,500,milligram,bd,NA,NA,NA,NA,9900555|9900564|9900573|9900581,NA,NA,NA,NA,NA,NA
NCT01719003,uaa10890,NA,aa1443,BG008,total,NA,NA,NA,NA,NA,NA,NA,NA,9900556,NA,NA,NA,NA,NA,NA
NCT01720446,uaa10892,NA,aa1449,BG000|EG000|FG000|OG000,semaglutide,semaglutide,0.5,milligram,od,NA,NA,NA,NA,9900819|9900824|9900830|9900835,NA,NA,NA,NA,NA,NA
NCT01720446,uaa10893,NA,aa1448,OG000,semaglutide,semaglutide,0.5|1,milligram,od,NA,NA,NA,NA,9900828,NA,NA,NA,NA,NA,NA
NCT01720446,uaa10894,NA,aa1447,BG001|EG001|FG001|OG001,semaglutide,semaglutide,1,milligram,od,NA,NA,NA,NA,9900820|9900825|9900831|9900836,NA,NA,NA,NA,NA,NA
NCT01720446,uaa10895,NA,aa1450,BG004,total,NA,NA,NA,NA,NA,NA,NA,NA,9900823,NA,NA,NA,NA,NA,NA
NCT01720446,uaa10891,uaa10891a,aa1444|aa1445|aa1446,OG001|OG002|BG002|EG002|FG002|OG002|BG003|EG003|FG003|OG003,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9900829|9900834|9900821|9900826|9900832|9900837|9900822|9900827|9900833|9900838,NA,NA|NA|NA,NA,low dose,NA,NA
NCT01720446,uaa10891,uaa10891b,aa1444|aa1445|aa1446,OG001|OG002|BG002|EG002|FG002|OG002|BG003|EG003|FG003|OG003,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9900829|9900834|9900821|9900826|9900832|9900837|9900822|9900827|9900833|9900838,NA,NA|NA|NA,NA,high dose,NA,NA
NCT01730534,uaa10896,NA,aa1451|aa1452,BG000|FG000|OG000|EG000,dapagliflozin,dapagliflozin,10,milligram,od,NA,NA,NA,NA,9902511|9902514|9902516|9902518,NA,NA|NA,NA,NA,NA,NA
NCT01730534,uaa10897,NA,aa1453|aa1454,EG001|BG001|FG001|OG001,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9902519|9902512|9902515|9902517,NA,NA|NA,NA,NA,NA,NA
NCT01730534,uaa10898,NA,aa1455,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9902513,NA,NA,NA,NA,NA,NA
NCT01733758,uaa10899,NA,aa1456|aa1457,BG001|FG001|OG001|EG002|OG001,albiglutide,albiglutide,30,milligram,weekly,NA,NA,NA,NA,9903385|9903390|9903397|9903394|9903400,NA,phase a up to 24 weeks only|phase a up to 24 weeks only,NA,NA,NA,NA
NCT01733758,uaa10900,NA,aa1458|aa1459,FG002|OG002|BG002|EG003,albiglutide,albiglutide,50,milligram,weekly,NA,NA,NA,NA,9903391|9903395|9903386|9903401,NA,phase a up to 24 weeks only|phase a up to 24 weeks only,NA,NA,NA,NA
NCT01733758,uaa10901,NA,aa1460|aa1461|aa1462,FG003|BG003|EG004|OG003,liraglutide,liraglutide,0.9,milligram,od,NA,NA,NA,NA,9903392|9903387|9903402|9903396,NA,phase a up to 24 weeks only|phase a up to 24 weeks only|phase a up to 24 weeks only,NA,NA,NA,NA
NCT01733758,uaa10902,NA,aa1463|aa1464|aa1465|aa1466|aa1467,OG000|FG000|BG000|EG001|EG000,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9903393|9903389|9903384|9903399|9903398,NA,phase a up to 24 weeks only|phase a up to 24 weeks only|phase a up to 24 weeks only|phase a up to 24 weeks only|phase a up to 24 weeks only,NA,NA,NA,NA
NCT01733758,uaa10903,NA,aa1468,BG004,total,NA,NA,NA,NA,NA,NA,NA,NA,9903388,NA,NA,NA,NA,NA,NA
NCT01734785,uaa10904,NA,aa1469,BG001|EG001|FG001|OG001,empagliflozin,empagliflozin,10,milligram,od,NA,NA,NA,NA,9903525|9903529|9903533|9903536,NA,NA,NA,NA,NA,NA
NCT01734785,uaa10905,NA,aa1470|aa1471,BG000|EG000|OG000|FG000,empagliflozin,empagliflozin,25,milligram,od,NA,NA,NA,NA,9903524|9903532|9903535|9903528,NA,NA|NA,NA,NA,NA,NA
