trial_id,outcome,inrob,srch_rnd,covidence_id,study_id,reviewer,sequence_generation_judge,allocation_concealment_judge,blinding_participant,blinding_assessor,incomplete_outcome_data,selective_outcome_reporting,note,allocation_concealment_quote,allocation_concealment_comment,blinding_assessor_judge,blinding_assessor_quote,blinding_assessor_comment,blinding_participant_judge,blinding_participant_quote,blinding_participant_comment,incomplete_outcome_data_judge,incomplete_outcome_data_quote,incomplete_outcome_data_comment,other_bias_judge,other_bias_quote,other_bias_comment,selective_outcome_reporting_judge,selective_outcome_reporting_quote,selective_outcome_reporting_comment,sequence_generation_quote,sequence_generation_comment
NCT01392573,hba1c and or MACE,y,orig,#2342,Buse 2014,"KA,SA",low,low,,,,,,"or Latino. Randomization and Masking <b>Via a central interactive voice/web 
system, participants were randomly 
allocated 1:1 to receive once-daily, sub- 
cutaneous injections of either IDegLira 
(100 units/mL IDeg and 3.6 mg/mL lira- 
glutide in a 3-mL preﬁlled FlexPen; Novo 
Nordisk, Bagsvaerd, Denmark) or IDeg 
(100 units/mL in a 3-mL preﬁlled 
FlexPen). Allocation was stratiﬁed with 
respect to pretrial treatment with or 
without sulfonylurea/glinide.</b> Novo Nordisk ensured continuous safety","
",low,"Treatment was blinded for investi- gators and participants via use of visu- ally identical trial drugs. Blinding was maintained for all involved in the trial (including titration, event adjudication, and calcitonin monitoring) until the database was released for statistical analyses.","
",low,"DUAL II was a phase 3, 26-week, ran- domized, parallel, two-arm, double- blind trial","
",low,,,low,,,low,,protocol is available and all pre-specified outcomes of interest to the review reported in the pre-specified way.,"or Latino. Randomization and Masking <b>Via a central interactive voice/web 
system, participants were randomly 
allocated 1:1 to receive once-daily, sub- 
cutaneous injections of either IDegLira 
(100 units/mL IDeg and 3.6 mg/mL lira- 
glutide in a 3-mL preﬁlled FlexPen; Novo 
Nordisk, Bagsvaerd, Denmark) or IDeg 
(100 units/mL in a 3-mL preﬁlled 
FlexPen). Allocation was stratiﬁed with 
respect to pretrial treatment with or 
without</b> sulfonylurea/glinide. Novo Nordisk ensured continuous","
"
NCT01392677,hba1c and or MACE,y,orig,#2479,Matthaei 2015,KA,unclear,low,,,,,,"Patients on metformin and sulfonylurea were randomized 1:1 via an interactive response system (web or voice based; Perceptive Services Limited) to receive dapagli<U+FB02>ozin 10 mg once daily or matched placebo (identical in size, color, smell, taste, packaging, and labeling).","
",unclear,,Unclear how blinded.,low,"This was a 24-week, international, multi- center, randomized, double-blind, parallel- group, placebo-controlled, phase 3b study","
",high,"Ef<U+FB01>cacy analyses were based on the full analysis set, which included all random- ized patients who received at least one dose of study medication during the 24-week double-blind treatment period with a nonmissing baseline value and one or more postbaseline value for at least one ef<U+FB01>cacy variable analyzed at week 24. The intention-to-treat princi- ple was preserved despite the exclusion of patients who took no study medica-","
",low,,,low,,protocol is available and all pre-specified outcomes of interest to the review reported in the pre-specified way.,,
NCT01392898,hba1c and or MACE,y,orig,#2303,deWit 2014,"KA,SA",low,low,,,,,,"Participants who met the screening criteria were randomised (1:1), using a computer-generated random number list, to open-label treat- ment with liraglutide (Novo Nordisk, Bagsvaerd, Denmark) 1.8 mg once daily or standard therapy (continuation and intensification of insulin therapy without liraglutide). Partici- pants were randomised in blocks of four according to body weight (≤100 kg or >100 kg).","
","high,low",,,"high,low","This 26-week open-label, randomised, controlled clinical trial was conducted in the Radboud University Medical Centre and one affiliated large non-academic teaching hospital","
",low,"A linear mixed model for repeated measures was used to estimate the effect of treatment on weight,","
",low,,,low,,protocol is available and all pre-specified outcomes of interest to the review reported in the pre-specified way.,"Participants who met the screening criteria were randomised (1:1), using a computer-generated random number list,","
"
NCT01394952,hba1c and or MACE,y,orig,#1478,,SA,Low,Low,,,,,,,,Low,,,Low,,,Low,,,Low,,,Low,,,,
NCT01406717,hba1c and or MACE,y,orig,Publication not available,,SA,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01413204,hba1c and or MACE,y,orig,#2320,Inagaki 2014,KA,low,low,,,,,,"For randomization, a block allocation method was used with a block size of 6 and 97 blocks. A randomization code list was prepared and retained by the investigational product allocation manager until the code was broken. The enroll- ment center distributed the treatment assignment numbers to each study site. The randomization code was not to be broken until data entry had been completed or unless needed in an emergency.","
",unclear,,Unclear how blinded<U+0632>,low,"The study drugs were indistinguishable in appearance and packaging, and patients were instructed to take the study drug once daily before breakfast.","
",high,"For efficacy analyses, the last observation carried forward method was used in the event of missing data. Efficacy anal- yses were performed in the full analysis set, which consisted of all patients, excluding patients who did not receive a dose of the study drug or who lacked efficacy data after start- ing administration of the study drug.","
",low,,,low,,protocol is available and all pre-specified outcomes of interest to the review reported in the pre-specified way.,randomization code list was prepared and retained by the investigational product allocation manager until the code was broken. The enroll- ment center distributed the treatment assignment numbers to each study site. The randomization code was not to be broken until data entry had been completed or unless needed in an emergency.,"
"
NCT01422876,hba1c and or MACE,y,orig,#2476,DeFronzo 2015,"LW,KA",low,low,,,,,,"Randomization was performed using a third-party interactive voice and web re- sponse system,This was a phase 3, randomized, double- blind,","
","low,unclear",,,low,"This was a phase 3, randomized, double- blind, parallel-group study","
",low,"No patients discontinued due to hypoglycemia. One subject (on em- pagliﬂozin 25 mg) discontinued due to hyperglycemia, and another patient (on empagliﬂozin 10 mg/linagliptin 5 mg) discontinued due to “lack of efﬁcacy,” which is suggestive of hyperglycemia.","
",low,,,low,,,"was stratiﬁed by HbA 1c at screening,Randomization was performed using a third-party interactive voice and web re- sponse system and was stratiﬁed by HbA 1c at screening","
"
NCT01438814,hba1c and or MACE,y,orig,#2546,Ji 2015,LW,unclear,unclear,,,,,,,,low,,,low,,,low,,,low,,,low,,,,
NCT01455896,hba1c and or MACE,y,orig,Publication not available,,SA,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT01462266,hba1c and or MACE,y,orig,#9651,Mathieu 2015,LW,low,low,,,,,,,,low,,,low,,,low,,,low,,,low,,,,
NCT01497522,hba1c and or MACE,y,orig,#11856,,LW,low,low,,,,,,,,low,,,low,,,low,,,low,,,low,,,,
NCT01505426,hba1c and or MACE,y,orig,#717,,KA,low,low,,,,,,,,low,,,low,,,high,,,low,,,low,,,,
NCT01505673,hba1c and or MACE,y,orig,#2963,Vanderheiden 2016,"KA,SA",low,low,,,,,,"Eligible patients underwent a 10-day placebo-only run-in phase. Stratified (by weight of 104.0 kg and HbA 1c level of 8.5%) blocked randomization was performed using computer- generated codes. The study drug was initiated at 0.6 mg/d, was administered subcutaneously daily, and was increased weekly to 1.2 mg/d and to the final dosage of 1.8 mg/d. The active drug and matching placebo were supplied by the manufacturer in identical delivery devices and packaging to ensure the pa- tient and study staff masking. Baseline,The active drug and matching placebo were supplied by the manufacturer in identical delivery devices and packaging to ensure the pa- tient and study staff masking.","
",low,The active drug and matching placebo were supplied by the manufacturer in identical delivery devices and packaging to ensure the pa- tient and study staff masking. Baseline hypoglycemic,"
,no blinding, but measurement unlikely to be influenced",low,"This clinical trial was a 6-month, single-center, double-blind, placebo-controlled, randomized (1:1) study,This clinical trial was a 6-month, single-center, double-blind, placebo-controlled, randomized (1:1) study that assessed safety, efficacy, and effect on quality of life of adding liraglutide to the treatment regimen of patients with uncontrolled type 2 diabetes requiring high doses of insulin.","
",low,"An intent-to-treat analysis was performed consisting of all randomized individuals who received study medication and had at least 1 postrandomization study visit. The randomiza- tion and final month 6 postrandomization measurements plus all available repeated-measures data from the 1-month, 2-month, or 4-month intermediate study visits were in- cluded in the analysis models. The month 6 HbA 1c level re- sponse was compared between groups using mixed-effects model repeated-measures analysis. Secondary","
",low,,,low,"participants completed all scheduled visits. <b>The glycated hemoglobin level improved from a mean (SD) of 9.0% (1.2%) to 7.9% (1.1%) in the liraglutide group (P < .001) and remained unchanged 
(8.9%) in the placebo group, with an estimated treatment difference of 0.9% (95% CI, −1.5 to −0.4) (P = .002). Weight decreased from a mean (SD) of 114.6 (21.4) kg to 113.6 (20.8) kg in 
the liraglutide group vs a mean (SD) increase from 116.1 (26.6) kg to 117.2 (27.2) kg in the 
placebo group, with a treatment difference of −2.3 kg (95% CI, −4.3 to −0.4 kg) (P = .02). The total daily dose of insulin decreased 11.5% (95% CI, −21.8% to −1.1%) in the liraglutide group 
(P = .20). The hypoglycemia rate was higher in the first month after initiation of liraglutide 
compared with placebo (2.30 vs 0.91 events per person-month, P = .01), while the overall 
hypoglycemia rate over the entire follow-up was similar between groups (P = .11). Glycemia 
control perception,</b> satisfaction with insulin treatment, and
months. MAIN OUTCOMES AND MEASURES <b>The primary outcome was the change in glycated 
hemoglobin level. Secondary outcomes were changes in weight, hypoglycemia rate, insulin dosage, and quality-of-life measures.</b> RESULTS Among 71 patients, 45","protocol is available and all pre-specified outcomes of interest to the review reported in the pre-specified way.,

",Eligible patients underwent a 10-day placebo-only run-in phase. Stratified (by weight of 104.0 kg and HbA 1c level of 8.5%) blocked randomization was performed using computer- generated codes.,"
"
NCT01512108,hba1c and or MACE,y,orig,#710,,SA,Low,Unclear,,,,,,,,High,,,High,,,Low,,,Low,,,Low,,,,
NCT01517321,hba1c and or MACE,y,orig,#10391,,LW,low,low,,,,,,,,low,,,low,,,low,,,low,,,low,,,,
NCT01518101,hba1c and or MACE,y,orig,#9640,Ludemann 2015,LW,low,low,,,,,,,,low,,,low,,,low,"and 53 completed the study. The reason for vildagliptin� liraglutide discontinuation was unsatisfactory therapeutic effect (n = 3) whereas the reasons for liraglutide�vildagliptin discontinuation were withdrawn consent (n = 3), therapy no longer required (n = 1), and safety (n = 2) (Table 1).","
",low,,,low,,,,
NCT01541956,hba1c and or MACE,y,orig,#9,,LW,unclear,unclear,,,,,,,,low,,,low,,,low,,,low,,,low,,,,
NCT01547104,hba1c and or MACE,y,orig,#2038,Forst 2014,SA,low,unclear,,,,,,,,high,,,high,"This single-centre, randomized, open-label, parallel study
This single-centre, randomized, open-label, parallel study","

",unclear,,,unclear,,,unclear,,,Eligible patients were randomized to linagliptin or glimepiride in a 1: 1 ratio.,"
"
NCT01558271,hba1c and or MACE,y,orig,#2649,Miyagawa 2015,SA,low,low,,,,,,,,low,,,low,,,low,,,low,,,low,,,,
NCT01572740,hba1c and or MACE,y,orig,#721,Seino 2016,SA,low,unclear,,,,,,,,low,,"no blinding, but measurement unlikely to be influenced",low,"The present 36-week, randomized, multicenter, double-blind, parallel-group trial investigated the ef<U+FB01>cacy and safety of liraglu- tide combined with insulin versus insulin monotherapy in Japa- nese patients with type 2 diabetes.","
",low,Last observation carried forward imputed data.,"
",low,,,low,"hemoglobin after 16 weeks. Results: <b>Superiority of liraglutide plus insulin versus insulin monotherapy was confirmed based on estimated mean difference in glycosylated hemoglobin after 16 weeks of - 

1.30% (-14 mmol/mol; 95% confidence interval -1.47 to -1.13 [-16, -12]; P < 0.0001). Sta- tistical significance was maintained to week 36. More patients on liraglutide achieved a 
glycosylated hemoglobin target of <7.0% (<53 mmol/mol) at week 16 (estimated odds 
ratio 50.57; 95% confidence interval 16.59 to 154.16; P < 0.0001). Improvements in seven- 
point self-measured plasma glucose and fasting plasma glucose were significantly greater with liraglutide than the placebo at week 16. Insulin dose after 36 weeks was lower with 
liraglutide than the placebo (estimated treatment ratio: 0.82 [95% confidence interval 
0.76�0.90; P < 0.0001]). Occurrence of adverse events was similar in the two groups (85.8 
and 81.5%, respectively); most were mild in severity. There were no significant differences 
in the number of hypoglycemic episodes during the 36 weeks.</b> Conclusions: Adding liraglutide to insulin
 <b>without weight gain; patients achieving HbA 1c <7.0 and =6.5% with no severe/minor hypoglycemia during the last 4 weeks; change from baseline in insulin dose (36 weeks) and body- weight; and seven-point SMPG pro<U+FB01>les. 
Secondary safety end-points assessed over 36 weeks included the number of AEs and hypoglycemic episodes, and change from baseline in blood pressure and pulse.</b> The nature and severity of
The primary end-point was HbA 1c change from baseline after 16 weeks. Secondary ef<U+FB01>cacy end-points (assessed at 16 and 36 weeks unless stated) included: change from baseline in HbA 1c (36 weeks); fasting plasma glucose (FPG); patients achieving HbA 1c <7.0% (<53 mmol/mol) and =6.5% (=48 mmol/mol); patients achieving HbA 1c <7.0 and =6.5%","


","Patients were randomized 1:1 to liraglutide or placebo, using an Interactive Voice-/Web-Responsive Service. Trial treatment was given according to approved dosage/administration of liraglutide in Japan.","
"
